Test Time,Storage Modulus,Loss Modulus
43.74,0.43942,0.4307
73.74,0.63678,0.56979
103.7,0.87676,0.68654
133.7,1.145,0.76486
163.7,1.456,0.86349
193.7,1.7404,0.86255
223.7,2.0238,0.92279
253.7,2.3266,0.97378
283.7,2.5996,0.99826
313.7,2.8969,1.042
343.7,3.1473,1.061
373.7,3.4397,1.0942
403.7,3.6948,1.1328
433.7,4.1154,1.1738
463.7,4.1669,1.1678
493.7,4.3807,1.1674
523.7,4.5865,1.23
553.7,4.8474,1.2048
583.7,5.0645,1.2462
613.7,5.2167,1.1986
643.7,5.4661,1.267
673.7,5.6849,1.2851
703.7,5.9265,1.2727
733.7,6.0804,1.2949
763.7,6.2728,1.314
793.7,6.4556,1.3167
823.7,6.6531,1.3447
853.7,6.8337,1.3343
883.7,7.0104,1.3637
913.7,7.2074,1.3633
943.7,7.3701,1.3866
973.7,7.5882,1.4251
1004,7.7416,1.4213
1034,7.9119,1.4424
1064,8.0755,1.4624
1094,8.2541,1.4615
1124,8.4186,1.4782
1154,8.5648,1.4933
1184,8.7399,1.4778
1214,8.8857,1.5104
1244,9.0531,1.5098
1274,9.2166,1.5403
1304,9.3982,1.5422
1334,9.5691,1.5634
1364,9.7445,1.565
1394,9.9063,1.5971
1424,10.091,1.6183
1454,10.176,1.6393
1484,10.341,1.6594
1514,10.526,1.6819
1544,10.684,1.6825
1574,10.863,1.6888
1604,11.024,1.708
1634,11.184,1.7374
1664,11.359,1.749
1694,11.536,1.7759
1724,11.695,1.7991
1754,11.818,1.8098
1784,11.973,1.8149
1814,12.128,1.8521
1844,12.315,1.859
1874,12.476,1.9189
1904,12.634,1.9154
1934,12.804,1.9288
1964,12.967,1.9773
1994,13.122,1.9969
2024,13.288,2.0302
2054,13.479,2.0584
2084,13.659,2.0734
2114,13.842,2.1141
2144,14.028,2.1325
2174,14.247,2.1629
2204,14.427,2.2039
2234,14.636,2.2407
2264,14.804,2.2676
2294,15.016,2.2946
2324,15.192,2.3359
2354,15.341,2.3624
2384,15.481,2.4087
2414,15.686,2.446
2444,15.87,2.4746
2474,16.077,2.489
2504,16.263,2.5463
2534,16.402,2.5725
2564,16.591,2.6423
2594,16.82,2.6879
2624,17.015,2.7193
2654,17.226,2.7749
2684,17.44,2.8103
2714,17.63,2.8797
2744,17.863,2.9479
2774,18.062,3.0032
2804,18.273,3.0632
2834,18.513,3.1192
2864,18.757,3.1795
2894,19.025,3.2413
2924,19.245,3.2935
2954,19.512,3.4003
2984,19.802,3.4917
3014,19.988,3.5486
3044,20.2,3.6063
3074,20.461,3.6916
3104,20.754,3.7762
3134,20.996,3.8697
3164,21.308,3.9881
3194,21.576,4.0778
3224,21.822,4.1398
3254,22.04,4.2431
3284,22.358,4.39
3314,22.631,4.5045
3344,22.964,4.6579
3374,23.199,4.7419
3404,23.486,4.8538
3434,23.76,5.0069
3464,24.155,5.1848
3494,24.512,5.3686
3524,24.829,5.5259
3554,25.211,5.6963
3584,25.575,5.8605
3614,26.009,6.0967
