sample,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
1,9.089549386,5.852586129,16.82332476,,,,,,
2,18.7584113,14.49023182,22.10125207,16.6918672,,,,,
3,16.95188232,11.76275319,13.62629222,14.2819082,64.03875187,99.8088619,,,
4,12.91341172,14.62443368,8.170367576,,,,,,
5,2.374111647,9.456791309,13.96309653,,,,,,
6,11.66309447,12.71778993,21.23026784,9.757694295,,,,,
7,4.495157445,12.57149091,4.359539128,4.930154241,,,,,
8,13.06671706,19.03377752,9.344303349,11.62314009,,,,,
9,17.24219473,19.8999083,20.19063065,11.33754256,,,,,
10,10.42524736,12.0932806,14.66209594,12.39804528,,,,,
11,22.24406909,10.63341184,9.241710517,9.119543223,,,,,
12,9.326150102,11.66876307,9.804129764,8.509208737,140.287648,121.3128972,102.7992919,85.96614507,
13,41.50597968,29.81033664,46.85915563,59.80814806,,,,,
14,14.35577559,17.17481127,0.8383812,7.314430066,,,,,
15,21.5159151,13.78368305,20.09068476,13.1289489,,,,,
16,57.92918485,34.0152531,32.43845758,42.06868751,,,,,
17,25.28398856,23.72709434,19.45959884,26.70414722,,,,,
18,28.94208613,28.43415114,28.3002079,46.71383866,141.5417377,12.9863277,,,
19,46.38086071,46.28143007,61.92826191,54.29051339,14.64700978,97.07753676,33.2965168,,
20,39.94203985,22.40054566,12.73462462,28.25909123,,,,,
21,25.29452232,64.94985072,15.55523693,31.10171445,,,,,
22,24.58001301,24.34922116,33.53025012,40.38181944,,,,,
23,54.214252,50.51936183,52.93263813,41.62587108,42.84294745,,,,
24,49.72347192,55.67909093,68.16824123,57.05650848,,,,,
25,31.21297663,36.54722801,60.61246311,,,,,,
26,28.27996958,34.3519333,38.93881853,103.8820284,335.5044253,183.6147429,37.8241927,,
27,30.83618763,29.44485293,34.47259355,25.8719037,27.79961563,32.67513944,29.65491655,108.1574443,78.63956745
