SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,2.556,-0,0.022,0.28011269984173576,-0.0
70Compression,1-Compress,1.000,2.527,0.029,0.006,0.07639437268410976,0.01134585289514867
70Compression,1-Compress,2.000,2.497,0.059,0.039,0.4965634224467135,0.0230829420970266
70Compression,1-Compress,3.000,2.467,0.089,0.022,0.28011269984173576,0.034820031298904534
70Compression,1-Compress,4.000,2.438,0.118,0.006,0.07639437268410976,0.0461658841940532
70Compression,1-Compress,5.000,2.408,0.148,0.039,0.4965634224467135,0.05790297339593114
70Compression,1-Compress,6.000,2.378,0.178,0.039,0.4965634224467135,0.06964006259780907
70Compression,1-Compress,7.000,2.348,0.208,0.006,0.07639437268410976,0.081377151799687
70Compression,1-Compress,8.000,2.319,0.237,0.022,0.28011269984173576,0.09272300469483567
70Compression,1-Compress,9.000,2.289,0.267,0.039,0.4965634224467135,0.10446009389671362
70Compression,1-Compress,10.000,2.258,0.298,0.022,0.28011269984173576,0.1165884194053208
70Compression,1-Compress,11.000,2.228,0.328,0.022,0.28011269984173576,0.12832550860719874
70Compression,1-Compress,12.000,2.198,0.358,0.039,0.4965634224467135,0.14006259780907668
70Compression,1-Compress,13.000,2.169,0.387,0.039,0.4965634224467135,0.15140845070422534
70Compression,1-Compress,14.000,2.139,0.417,0.022,0.28011269984173576,0.16314553990610328
70Compression,1-Compress,15.000,2.109,0.447,0.039,0.4965634224467135,0.17488262910798122
70Compression,1-Compress,16.000,2.08,0.476,0.039,0.4965634224467135,0.18622848200312989
70Compression,1-Compress,17.000,2.05,0.506,0.022,0.28011269984173576,0.19796557120500782
70Compression,1-Compress,18.000,2.02,0.536,0.022,0.28011269984173576,0.20970266040688576
70Compression,1-Compress,19.000,1.991,0.565,0.039,0.4965634224467135,0.2210485133020344
70Compression,1-Compress,20.000,1.959,0.597,0.022,0.28011269984173576,0.23356807511737088
70Compression,1-Compress,21.000,1.93,0.626,0.022,0.28011269984173576,0.24491392801251954
70Compression,1-Compress,22.000,1.9,0.656,0.039,0.4965634224467135,0.2566510172143975
