SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.145,-0,-0.020,-0.25464790894703254,-0.0
70Compression,1-Compress,1.000,4.097,0.048,-0.003,-0.03819718634205488,0.01158021712907117
70Compression,1-Compress,2.000,4.048,0.097,-0.003,-0.03819718634205488,0.02340168878166466
70Compression,1-Compress,3.000,4,0.145,-0.003,-0.03819718634205488,0.03498190591073583
70Compression,1-Compress,4.000,3.952,0.193,-0.020,-0.25464790894703254,0.046562123039807
70Compression,1-Compress,5.000,3.905,0.24,0.013,0.16552114081557112,0.05790108564535586
70Compression,1-Compress,6.000,3.856,0.289,-0.003,-0.03819718634205488,0.06972255729794934
70Compression,1-Compress,7.000,3.808,0.337,-0.003,-0.03819718634205488,0.08130277442702052
70Compression,1-Compress,8.000,3.759,0.386,0.013,0.16552114081557112,0.093124246079614
70Compression,1-Compress,9.000,3.711,0.434,0.013,0.16552114081557112,0.10470446320868518
70Compression,1-Compress,10.000,3.663,0.482,0.013,0.16552114081557112,0.11628468033775634
70Compression,1-Compress,11.000,3.614,0.531,0.013,0.16552114081557112,0.12810615199034983
70Compression,1-Compress,12.000,3.566,0.579,0.029,0.3692394679731972,0.139686369119421
70Compression,1-Compress,13.000,3.517,0.628,0.013,0.16552114081557112,0.15150784077201448
70Compression,1-Compress,14.000,3.469,0.676,0.013,0.16552114081557112,0.1630880579010857
70Compression,1-Compress,15.000,3.42,0.725,0.029,0.3692394679731972,0.17490952955367914
70Compression,1-Compress,16.000,3.372,0.773,0.029,0.3692394679731972,0.1864897466827503
70Compression,1-Compress,17.000,3.323,0.822,0.013,0.16552114081557112,0.1983112183353438
70Compression,1-Compress,18.000,3.275,0.87,0.046,0.5856901905781748,0.20989143546441497
70Compression,1-Compress,19.000,3.227,0.918,0.046,0.5856901905781748,0.22147165259348617
70Compression,1-Compress,20.000,3.178,0.967,0.029,0.3692394679731972,0.23329312424607962
70Compression,1-Compress,21.000,3.13,1.015,0.046,0.5856901905781748,0.2448733413751508
70Compression,1-Compress,22.000,3.081,1.064,0.046,0.5856901905781748,0.25669481302774433
70Compression,1-Compress,23.000,3.033,1.112,0.046,0.5856901905781748,0.2682750301568155
70Compression,1-Compress,24.000,2.984,1.161,0.029,0.3692394679731972,0.280096501809409
70Compression,1-Compress,25.000,2.938,1.207,0.062,0.7894085177358009,0.2911942098914355
