SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.506,-0,-0.003,-0.03819718634205488,-0.0
70Compression,1-Compress,1.000,4.455,0.051,-0.020,-0.25464790894703254,0.011318242343541942
70Compression,1-Compress,2.000,4.402,0.104,-0.020,-0.25464790894703254,0.0230803373280071
70Compression,1-Compress,3.000,4.348,0.158,-0.003,-0.03819718634205488,0.03506435863293386
70Compression,1-Compress,4.000,4.297,0.209,0.013,0.16552114081557112,0.046382600976475806
70Compression,1-Compress,5.000,4.244,0.262,-0.003,-0.03819718634205488,0.05814469596094097
70Compression,1-Compress,6.000,4.192,0.314,0.013,0.16552114081557112,0.06968486462494451
70Compression,1-Compress,7.000,4.139,0.367,0.013,0.16552114081557112,0.08144695960940967
70Compression,1-Compress,8.000,4.086,0.42,-0.003,-0.03819718634205488,0.09320905459387482
70Compression,1-Compress,9.000,4.034,0.472,0.013,0.16552114081557112,0.10474922325787837
70Compression,1-Compress,10.000,3.981,0.525,0.029,0.3692394679731972,0.11651131824234354
70Compression,1-Compress,11.000,3.928,0.578,0.013,0.16552114081557112,0.12827341322680869
70Compression,1-Compress,12.000,3.877,0.629,0.013,0.16552114081557112,0.13959165557035064
70Compression,1-Compress,13.000,3.823,0.683,0.029,0.3692394679731972,0.1515756768752774
70Compression,1-Compress,14.000,3.77,0.736,0.029,0.3692394679731972,0.16333777185974255
70Compression,1-Compress,15.000,3.719,0.787,0.029,0.3692394679731972,0.1746560142032845
70Compression,1-Compress,16.000,3.666,0.84,0.029,0.3692394679731972,0.18641810918774965
70Compression,1-Compress,17.000,3.613,0.893,0.046,0.5856901905781748,0.19818020417221482
70Compression,1-Compress,18.000,3.561,0.945,0.029,0.3692394679731972,0.20972037283621836
70Compression,1-Compress,19.000,3.508,0.998,0.029,0.3692394679731972,0.2214824678206835
70Compression,1-Compress,20.000,3.455,1.051,0.046,0.5856901905781748,0.23324456280514866
70Compression,1-Compress,21.000,3.403,1.103,0.046,0.5856901905781748,0.24478473146915222
70Compression,1-Compress,22.000,3.35,1.156,0.046,0.5856901905781748,0.25654682645361737
70Compression,1-Compress,23.000,3.297,1.209,0.062,0.7894085177358009,0.26830892143808255
70Compression,1-Compress,24.000,3.245,1.261,0.079,1.0058592403407784,0.2798490901020861
70Compression,1-Compress,25.000,3.192,1.314,0.062,0.7894085177358009,0.29161118508655126
70Compression,1-Compress,26.000,3.141,1.365,0.079,1.0058592403407784,0.3029294274300932
70Compression,1-Compress,27.000,3.088,1.418,0.079,1.0058592403407784,0.31469152241455833
70Compression,1-Compress,28.000,3.034,1.472,0.079,1.0058592403407784,0.3266755437194851
70Compression,1-Compress,29.000,2.983,1.523,0.095,1.2095775674984044,0.33799378606302705
70Compression,1-Compress,30.000,2.93,1.576,0.111,1.4132958946560306,0.3497558810474922
70Compression,1-Compress,31.000,2.877,1.629,0.095,1.2095775674984044,0.3615179760319574
70Compression,1-Compress,32.000,2.825,1.681,0.111,1.4132958946560306,0.37305814469596094
70Compression,1-Compress,33.000,2.772,1.734,0.144,1.8334649444186342,0.38482023968042606
70Compression,1-Compress,34.000,2.719,1.787,0.144,1.8334649444186342,0.39658233466489123
70Compression,1-Compress,35.000,2.667,1.839,0.128,1.6297466172610082,0.40812250332889477
70Compression,1-Compress,36.000,2.614,1.892,0.160,2.0371832715762603,0.41988459831335995
70Compression,1-Compress,37.000,2.561,1.945,0.193,2.4573523213388637,0.4316466932978251
70Compression,1-Compress,38.000,2.509,1.997,0.177,2.253633994181238,0.44318686196182866
70Compression,1-Compress,39.000,2.456,2.05,0.193,2.4573523213388637,0.4549489569462938
70Compression,1-Compress,40.000,2.403,2.103,0.226,2.8775213711014676,0.466711051930759
70Compression,1-Compress,41.000,2.352,2.154,0.226,2.8775213711014676,0.4780292942743009
70Compression,1-Compress,42.000,2.298,2.208,0.242,3.0812396982590937,0.4900133155792277
70Compression,1-Compress,43.000,2.245,2.261,0.275,3.5014087480216975,0.5017754105636929
70Compression,1-Compress,44.000,2.194,2.312,0.292,3.7178594706266748,0.5130936529072347
70Compression,1-Compress,45.000,2.141,2.365,0.292,3.7178594706266748,0.5248557478917
70Compression,1-Compress,46.000,2.089,2.417,0.341,4.341746847546904,0.5363959165557034
70Compression,1-Compress,47.000,2.036,2.47,0.357,4.545465174704531,0.5481580115401686
70Compression,1-Compress,48.000,1.983,2.523,0.373,4.749183501862157,0.5599201065246339
70Compression,1-Compress,49.000,1.931,2.575,0.406,5.169352551624761,0.5714602751886374
70Compression,1-Compress,50.000,1.878,2.628,0.472,6.009690651149967,0.5832223701731025
70Compression,1-Compress,51.000,1.825,2.681,0.488,6.213408978307594,0.5949844651575676
70Compression,1-Compress,52.000,1.773,2.733,0.537,6.837296355227824,0.6065246338215712
70Compression,1-Compress,53.000,1.72,2.786,0.619,7.881352781910657,0.6182867288060364
70Compression,1-Compress,54.000,1.667,2.839,0.668,8.505240158830887,0.6300488237905015
70Compression,1-Compress,55.000,1.616,2.89,0.717,9.129127535751117,0.6413670661340435
70Compression,1-Compress,56.000,1.563,2.943,0.799,10.173183962433951,0.6531291611185086
70Compression,1-Compress,57.000,1.509,2.997,0.897,11.42095871627441,0.6651131824234353
70Compression,1-Compress,58.000,1.458,3.048,0.979,12.465015142957244,0.6764314247669774
70Compression,1-Compress,59.000,1.405,3.101,1.127,14.349409669165283,0.6881935197514425
up 250mm in 30s,1-Compress,60.000,1.356,-0,1.241,15.80090275016337,-0.0
up 250mm in 30s,1-Compress,61.000,9.616,-8.26,-0.036,-0.45836623610465854,-1.8331114070128716
up 250mm in 30s,1-Compress,62.000,17.972,-16.616,-0.036,-0.45836623610465854,-3.6875277407900575
up 250mm in 30s,1-Compress,63.000,26.327,-24.971,-0.003,-0.03819718634205488,-5.541722148246782
up 250mm in 30s,1-Compress,64.000,34.683,-33.327,-0.003,-0.03819718634205488,-7.396138482023967
up 250mm in 30s,1-Compress,65.000,43.039,-41.683,-0.020,-0.25464790894703254,-9.250554815801154
up 250mm in 30s,1-Compress,66.000,51.394,-50.038,-0.020,-0.25464790894703254,-11.104749223257878
up 250mm in 30s,1-Compress,67.000,59.75,-58.394,-0.003,-0.03819718634205488,-12.959165557035064
up 250mm in 30s,1-Compress,68.000,68.105,-66.749,-0.003,-0.03819718634205488,-14.813359964491786
up 250mm in 30s,1-Compress,69.000,76.461,-75.105,-0.020,-0.25464790894703254,-16.667776298268976
up 250mm in 30s,1-Compress,70.000,84.817,-83.461,-0.020,-0.25464790894703254,-18.52219263204616
up 250mm in 30s,1-Compress,71.000,93.172,-91.816,-0.003,-0.03819718634205488,-20.376387039502884
up 250mm in 30s,1-Compress,72.000,101.528,-100.172,-0.003,-0.03819718634205488,-22.230803373280068
up 250mm in 30s,1-Compress,73.000,109.883,-108.527,-0.036,-0.45836623610465854,-24.084997780736796
up 250mm in 30s,1-Compress,74.000,118.239,-116.883,-0.020,-0.25464790894703254,-25.93941411451398
up 250mm in 30s,1-Compress,75.000,126.595,-125.239,-0.003,-0.03819718634205488,-27.793830448291168
up 250mm in 30s,1-Compress,76.000,134.95,-133.594,-0.003,-0.03819718634205488,-29.648024855747888
up 250mm in 30s,1-Compress,77.000,143.306,-141.95,-0.020,-0.25464790894703254,-31.502441189525072
up 250mm in 30s,1-Compress,78.000,151.661,-150.305,-0.020,-0.25464790894703254,-33.3566355969818
up 250mm in 30s,1-Compress,79.000,160.017,-158.661,0.013,0.16552114081557112,-35.211051930758984
up 250mm in 30s,1-Compress,80.000,168.372,-167.016,-0.003,-0.03819718634205488,-37.06524633821571
up 250mm in 30s,1-Compress,81.000,176.728,-175.372,-0.020,-0.25464790894703254,-38.9196626719929
up 250mm in 30s,1-Compress,82.000,185.084,-183.728,-0.020,-0.25464790894703254,-40.77407900577008
up 250mm in 30s,1-Compress,83.000,193.439,-192.083,-0.003,-0.03819718634205488,-42.62827341322681
up 250mm in 30s,1-Compress,84.000,201.795,-200.439,-0.003,-0.03819718634205488,-44.48268974700399
up 250mm in 30s,1-Compress,85.000,210.15,-208.794,-0.020,-0.25464790894703254,-46.33688415446072
up 250mm in 30s,1-Compress,86.000,218.506,-217.15,0.128,1.6297466172610082,-48.19130048823791
up 250mm in 30s,1-Compress,87.000,226.863,-225.507,-0.003,-0.03819718634205488,-50.04593874833555
up 250mm in 30s,1-Compress,88.000,235.217,-233.861,-0.003,-0.03819718634205488,-51.89991122947181
up 250mm in 30s,1-Compress,89.000,243.573,-242.217,-0.020,-0.25464790894703254,-53.754327563249
up 250mm in 30s,1-Recover,90.000,251.353,-249.997,-0.020,-0.25464790894703254,-55.4809143364403
up 250mm in 30s,1-Recover,90.000,251.353,-249.997,-0.020,-0.25464790894703254,-55.4809143364403
