SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.55,-0,0.026,0.33104228163114224,-0.0
70Compression,1-Compress,1.000,4.497,0.053,0.010,0.12732395447351627,0.011648351648351648
70Compression,1-Compress,2.000,4.444,0.106,0.026,0.33104228163114224,0.023296703296703296
70Compression,1-Compress,3.000,4.391,0.159,0.026,0.33104228163114224,0.03494505494505495
70Compression,1-Compress,4.000,4.336,0.214,0.026,0.33104228163114224,0.047032967032967034
70Compression,1-Compress,5.000,4.283,0.267,0.026,0.33104228163114224,0.058681318681318685
70Compression,1-Compress,6.000,4.23,0.32,0.043,0.5474930042361199,0.07032967032967033
70Compression,1-Compress,7.000,4.177,0.373,0.026,0.33104228163114224,0.08197802197802198
70Compression,1-Compress,8.000,4.123,0.427,0.043,0.5474930042361199,0.09384615384615384
70Compression,1-Compress,9.000,4.07,0.48,0.059,0.7512113313937459,0.1054945054945055
70Compression,1-Compress,10.000,4.016,0.534,0.059,0.7512113313937459,0.11736263736263737
70Compression,1-Compress,11.000,3.963,0.587,0.043,0.5474930042361199,0.129010989010989
70Compression,1-Compress,12.000,3.909,0.641,0.075,0.9549296585513719,0.14087912087912088
70Compression,1-Compress,13.000,3.856,0.694,0.075,0.9549296585513719,0.15252747252747254
70Compression,1-Compress,14.000,3.803,0.747,0.075,0.9549296585513719,0.1641758241758242
70Compression,1-Compress,15.000,3.75,0.8,0.075,0.9549296585513719,0.17582417582417584
70Compression,1-Compress,16.000,3.698,0.852,0.092,1.1713803811563497,0.18725274725274726
70Compression,1-Compress,17.000,3.645,0.905,0.092,1.1713803811563497,0.19890109890109892
70Compression,1-Compress,18.000,3.592,0.958,0.092,1.1713803811563497,0.21054945054945054
70Compression,1-Compress,19.000,3.539,1.011,0.124,1.5788170354716018,0.2221978021978022
70Compression,1-Compress,20.000,3.486,1.064,0.124,1.5788170354716018,0.23384615384615387
70Compression,1-Compress,21.000,3.433,1.117,0.124,1.5788170354716018,0.2454945054945055
70Compression,1-Compress,22.000,3.38,1.17,0.157,1.9989860852342054,0.2571428571428571
70Compression,1-Compress,23.000,3.327,1.223,0.157,1.9989860852342054,0.2687912087912088
70Compression,1-Compress,24.000,3.273,1.277,0.157,1.9989860852342054,0.2806593406593407
70Compression,1-Compress,25.000,3.22,1.33,0.174,2.215436807839183,0.2923076923076923
70Compression,1-Compress,26.000,3.167,1.383,0.206,2.622873462154435,0.303956043956044
70Compression,1-Compress,27.000,3.114,1.436,0.190,2.419155134996809,0.3156043956043956
70Compression,1-Compress,28.000,3.061,1.489,0.206,2.622873462154435,0.3272527472527473
70Compression,1-Compress,29.000,3.008,1.542,0.255,3.246760839074665,0.33890109890109893
70Compression,1-Compress,30.000,2.953,1.597,0.272,3.4632115616796426,0.350989010989011
70Compression,1-Compress,31.000,2.9,1.65,0.255,3.246760839074665,0.3626373626373626
70Compression,1-Compress,32.000,2.847,1.703,0.305,3.883380611442246,0.37428571428571433
70Compression,1-Compress,33.000,2.794,1.756,0.321,4.087098938599873,0.38593406593406593
70Compression,1-Compress,34.000,2.741,1.809,0.321,4.087098938599873,0.3975824175824176
70Compression,1-Compress,35.000,2.688,1.862,0.354,4.507267988362476,0.4092307692307693
70Compression,1-Compress,36.000,2.634,1.916,0.386,4.914704642677727,0.4210989010989011
70Compression,1-Compress,37.000,2.581,1.969,0.370,4.710986315520102,0.4327472527472528
70Compression,1-Compress,38.000,2.528,2.022,0.419,5.334873692440331,0.4443956043956044
70Compression,1-Compress,39.000,2.475,2.075,0.468,5.958761069360562,0.4560439560439561
70Compression,1-Compress,40.000,2.422,2.128,0.485,6.175211791965539,0.46769230769230774
70Compression,1-Compress,41.000,2.369,2.181,0.518,6.595380841728143,0.4793406593406594
70Compression,1-Compress,42.000,2.316,2.234,0.583,7.422986545805998,0.490989010989011
70Compression,1-Compress,43.000,2.263,2.287,0.632,8.046873922726228,0.5026373626373627
70Compression,1-Compress,44.000,2.209,2.341,0.665,8.467042972488832,0.5145054945054945
70Compression,1-Compress,45.000,2.156,2.394,0.714,9.090930349409062,0.5261538461538462
70Compression,1-Compress,46.000,2.103,2.447,0.780,9.93126844893427,0.5378021978021978
70Compression,1-Compress,47.000,2.05,2.5,0.829,10.555155825854497,0.5494505494505495
70Compression,1-Compress,48.000,1.997,2.553,0.878,11.179043202774729,0.5610989010989011
70Compression,1-Compress,49.000,1.944,2.606,0.976,12.426817956615189,0.5727472527472527
70Compression,1-Compress,50.000,1.891,2.659,1.058,13.470874383298023,0.5843956043956043
70Compression,1-Compress,51.000,1.838,2.712,1.107,14.094761760218251,0.5960439560439561
70Compression,1-Compress,52.000,1.784,2.766,1.238,15.762705563821314,0.607912087912088
70Compression,1-Compress,53.000,1.731,2.819,1.336,17.010480317661774,0.6195604395604396
70Compression,1-Compress,54.000,1.678,2.872,1.451,18.474705794107212,0.6312087912087913
70Compression,1-Compress,55.000,1.625,2.925,1.566,19.93893127055265,0.6428571428571428
70Compression,1-Compress,56.000,1.572,2.978,1.746,22.230762451075943,0.6545054945054946
70Compression,1-Compress,57.000,1.519,3.031,1.893,24.10242458183663,0.6661538461538462
70Compression,1-Compress,58.000,1.466,3.084,2.090,26.6107064849649,0.6778021978021979
70Compression,1-Compress,59.000,1.413,3.137,2.335,29.730143369566047,0.6894505494505495
up 250mm in 30s,1-Compress,60.000,1.377,-0,2.499,31.81825622293172,-0.0
up 250mm in 30s,1-Compress,61.000,9.663,-8.286,-0.007,-0.08912676813146139,-1.8210989010989012
up 250mm in 30s,1-Compress,62.000,18.017,-16.64,0.010,0.12732395447351627,-3.6571428571428575
up 250mm in 30s,1-Compress,63.000,26.373,-24.996,0.010,0.12732395447351627,-5.493626373626373
up 250mm in 30s,1-Compress,64.000,34.728,-33.351,0.010,0.12732395447351627,-7.32989010989011
up 250mm in 30s,1-Compress,65.000,43.084,-41.707,0.026,0.33104228163114224,-9.166373626373627
up 250mm in 30s,1-Compress,66.000,51.441,-50.064,0.010,0.12732395447351627,-11.003076923076923
up 250mm in 30s,1-Compress,67.000,59.795,-58.418,0.043,0.5474930042361199,-12.839120879120879
up 250mm in 30s,1-Compress,68.000,68.152,-66.775,-0.007,-0.08912676813146139,-14.675824175824177
up 250mm in 30s,1-Compress,69.000,76.506,-75.129,-0.056,-0.7130141450516911,-16.511868131868134
up 250mm in 30s,1-Compress,70.000,84.863,-83.486,-0.007,-0.08912676813146139,-18.34857142857143
up 250mm in 30s,1-Compress,71.000,93.219,-91.842,0.026,0.33104228163114224,-20.185054945054947
up 250mm in 30s,1-Compress,72.000,101.573,-100.196,-0.007,-0.08912676813146139,-22.021098901098902
up 250mm in 30s,1-Compress,73.000,109.93,-108.553,0.026,0.33104228163114224,-23.857802197802197
up 250mm in 30s,1-Compress,74.000,118.284,-116.907,0.010,0.12732395447351627,-25.693846153846152
up 250mm in 30s,1-Compress,75.000,126.641,-125.264,-0.007,-0.08912676813146139,-27.53054945054945
