SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.589,-0,-0.023,-0.2928450952890874,-0.0
70Compression,1-Compress,1.000,4.536,0.053,-0.006,-0.07639437268410976,0.011549357158422313
70Compression,1-Compress,2.000,4.483,0.106,-0.023,-0.2928450952890874,0.023098714316844626
70Compression,1-Compress,3.000,4.43,0.159,-0.023,-0.2928450952890874,0.03464807147526694
70Compression,1-Compress,4.000,4.375,0.214,0.010,0.12732395447351627,0.046633253432120284
70Compression,1-Compress,5.000,4.322,0.267,0.010,0.12732395447351627,0.0581826105905426
70Compression,1-Compress,6.000,4.269,0.32,-0.006,-0.07639437268410976,0.06973196774896491
70Compression,1-Compress,7.000,4.216,0.373,0.010,0.12732395447351627,0.08128132490738722
70Compression,1-Compress,8.000,4.161,0.428,0.010,0.12732395447351627,0.09326650686424057
70Compression,1-Compress,9.000,4.108,0.481,-0.006,-0.07639437268410976,0.10481586402266288
70Compression,1-Compress,10.000,4.055,0.534,-0.006,-0.07639437268410976,0.1163652211810852
70Compression,1-Compress,11.000,4.002,0.587,0.010,0.12732395447351627,0.1279145783395075
70Compression,1-Compress,12.000,3.947,0.642,0.010,0.12732395447351627,0.13989976029636086
70Compression,1-Compress,13.000,3.894,0.695,0.010,0.12732395447351627,0.15144911745478315
70Compression,1-Compress,14.000,3.841,0.748,0.026,0.33104228163114224,0.16299847461320546
70Compression,1-Compress,15.000,3.786,0.803,0.026,0.33104228163114224,0.17498365657005882
70Compression,1-Compress,16.000,3.733,0.856,0.010,0.12732395447351627,0.18653301372848113
70Compression,1-Compress,17.000,3.68,0.909,0.043,0.5474930042361199,0.19808237088690345
70Compression,1-Compress,18.000,3.627,0.962,0.043,0.5474930042361199,0.20963172804532576
70Compression,1-Compress,19.000,3.572,1.017,0.026,0.33104228163114224,0.2216169100021791
70Compression,1-Compress,20.000,3.519,1.07,0.026,0.33104228163114224,0.23316626716060143
70Compression,1-Compress,21.000,3.466,1.123,0.059,0.7512113313937459,0.24471562431902372
70Compression,1-Compress,22.000,3.413,1.176,0.043,0.5474930042361199,0.25626498147744603
70Compression,1-Compress,23.000,3.358,1.231,0.043,0.5474930042361199,0.2682501634342994
70Compression,1-Compress,24.000,3.305,1.284,0.059,0.7512113313937459,0.27979952059272173
70Compression,1-Compress,25.000,3.252,1.337,0.075,0.9549296585513719,0.291348877751144
70Compression,1-Compress,26.000,3.198,1.391,0.059,0.7512113313937459,0.30311614730878184
70Compression,1-Compress,27.000,3.144,1.445,0.092,1.1713803811563497,0.3148834168664197
70Compression,1-Compress,28.000,3.091,1.498,0.092,1.1713803811563497,0.326432774024842
70Compression,1-Compress,29.000,3.038,1.551,0.092,1.1713803811563497,0.33798213118326426
70Compression,1-Compress,30.000,2.983,1.606,0.092,1.1713803811563497,0.34996731314011764
70Compression,1-Compress,31.000,2.93,1.659,0.125,1.5915494309189533,0.36151667029853995
70Compression,1-Compress,32.000,2.877,1.712,0.108,1.3750987083139758,0.37306602745696227
70Compression,1-Compress,33.000,2.823,1.766,0.125,1.5915494309189533,0.3848332970146001
70Compression,1-Compress,34.000,2.769,1.82,0.157,1.9989860852342054,0.3966005665722379
70Compression,1-Compress,35.000,2.716,1.873,0.174,2.215436807839183,0.4081499237306602
70Compression,1-Compress,36.000,2.663,1.926,0.174,2.215436807839183,0.41969928088908254
70Compression,1-Compress,37.000,2.609,1.98,0.207,2.6356058576017865,0.4314665504467204
70Compression,1-Compress,38.000,2.555,2.034,0.223,2.839324184759413,0.4432338200043582
70Compression,1-Compress,39.000,2.502,2.087,0.223,2.839324184759413,0.45478317716278055
70Compression,1-Compress,40.000,2.448,2.141,0.256,3.2594932345220164,0.46655044672041834
70Compression,1-Compress,41.000,2.394,2.195,0.272,3.4632115616796426,0.47831771627805614
70Compression,1-Compress,42.000,2.341,2.248,0.272,3.4632115616796426,0.48986707343647856
70Compression,1-Compress,43.000,2.288,2.301,0.305,3.883380611442246,0.5014164305949008
70Compression,1-Compress,44.000,2.234,2.355,0.338,4.303549661204849,0.5131837001525387
70Compression,1-Compress,45.000,2.18,2.409,0.370,4.710986315520102,0.5249509697101764
70Compression,1-Compress,46.000,2.127,2.462,0.387,4.927437038125079,0.5365003268685988
70Compression,1-Compress,47.000,2.073,2.516,0.436,5.551324415045309,0.5482675964262366
70Compression,1-Compress,48.000,2.02,2.569,0.485,6.175211791965539,0.5598169535846589
70Compression,1-Compress,49.000,1.966,2.623,0.518,6.595380841728143,0.5715842231422968
70Compression,1-Compress,50.000,1.913,2.676,0.550,7.002817496043395,0.583133580300719
70Compression,1-Compress,51.000,1.859,2.73,0.632,8.046873922726228,0.5949008498583569
70Compression,1-Compress,52.000,1.806,2.783,0.665,8.467042972488832,0.6064502070167792
70Compression,1-Compress,53.000,1.752,2.837,0.714,9.090930349409062,0.6182174765744171
70Compression,1-Compress,54.000,1.698,2.891,0.812,10.338705103249522,0.6299847461320549
70Compression,1-Compress,55.000,1.645,2.944,0.894,11.382761529932354,0.6415341032904771
70Compression,1-Compress,56.000,1.591,2.998,0.976,12.426817956615189,0.6533013728481151
70Compression,1-Compress,57.000,1.538,3.051,1.091,13.891043433060624,0.6648507300065374
70Compression,1-Compress,58.000,1.484,3.105,1.205,15.342536514058711,0.6766179995641751
70Compression,1-Compress,59.000,1.431,3.158,1.337,17.023212713109125,0.6881673567225974
up 250mm in 30s,1-Compress,60.000,1.38,-0,1.451,18.474705794107212,-0.0
up 250mm in 30s,1-Compress,61.000,9.633,-8.253,-0.006,-0.07639437268410976,-1.7984310307256481
up 250mm in 30s,1-Compress,62.000,17.988,-16.608,-0.023,-0.2928450952890874,-3.619089126171279
up 250mm in 30s,1-Compress,63.000,26.344,-24.964,0.075,0.9549296585513719,-5.439965134016124
up 250mm in 30s,1-Compress,64.000,34.7,-33.32,0.305,3.883380611442246,-7.260841141860971
up 250mm in 30s,1-Compress,65.000,43.055,-41.675,0.108,1.3750987083139758,-9.081499237306602
up 250mm in 30s,1-Compress,66.000,51.411,-50.031,-0.006,-0.07639437268410976,-10.902375245151449
up 250mm in 30s,1-Compress,67.000,59.766,-58.386,-0.023,-0.2928450952890874,-12.723033340597079
up 250mm in 30s,1-Compress,68.000,68.122,-66.742,-0.006,-0.07639437268410976,-14.543909348441925
up 250mm in 30s,1-Compress,69.000,76.478,-75.098,0.010,0.12732395447351627,-16.36478535628677
up 250mm in 30s,1-Compress,70.000,84.833,-83.453,-0.023,-0.2928450952890874,-18.185443451732404
up 250mm in 30s,1-Compress,71.000,93.189,-91.809,-0.023,-0.2928450952890874,-20.00631945957725
up 250mm in 30s,1-Compress,72.000,101.544,-100.164,-0.006,-0.07639437268410976,-21.82697755502288
up 250mm in 30s,1-Compress,73.000,109.9,-108.52,-0.006,-0.07639437268410976,-23.647853562867724
up 250mm in 30s,1-Compress,74.000,118.256,-116.876,-0.006,-0.07639437268410976,-25.468729570712572
up 250mm in 30s,1-Compress,75.000,126.611,-125.231,-0.023,-0.2928450952890874,-27.289387666158202
up 250mm in 30s,1-Compress,76.000,134.967,-133.587,-0.006,-0.07639437268410976,-29.110263674003047
up 250mm in 30s,1-Compress,77.000,143.322,-141.942,-0.006,-0.07639437268410976,-30.93092176944868
