SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Preload,0.000,4.136,-0.002,-0.003,-0.03819718634205488,-0.00048355899419729207
70Compression,1-Compress,0.010,4.134,-0,-0.003,-0.03819718634205488,-0.0
70Compression,1-Compress,1.010,4.086,0.048,-0.020,-0.25464790894703254,0.01160541586073501
70Compression,1-Compress,2.010,4.038,0.096,-0.020,-0.25464790894703254,0.02321083172147002
70Compression,1-Compress,3.010,3.991,0.143,-0.003,-0.03819718634205488,0.03457446808510638
70Compression,1-Compress,4.010,3.942,0.192,-0.003,-0.03819718634205488,0.04642166344294004
70Compression,1-Compress,5.010,3.894,0.24,-0.020,-0.25464790894703254,0.058027079303675046
70Compression,1-Compress,6.010,3.845,0.289,0.013,0.16552114081557112,0.0698742746615087
70Compression,1-Compress,7.010,3.797,0.337,0.013,0.16552114081557112,0.08147969052224371
70Compression,1-Compress,8.010,3.748,0.386,-0.003,-0.03819718634205488,0.09332688588007737
70Compression,1-Compress,9.010,3.7,0.434,-0.003,-0.03819718634205488,0.10493230174081238
70Compression,1-Compress,10.010,3.653,0.481,0.013,0.16552114081557112,0.11629593810444873
70Compression,1-Compress,11.010,3.605,0.529,-0.003,-0.03819718634205488,0.12790135396518376
70Compression,1-Compress,12.010,3.556,0.578,-0.003,-0.03819718634205488,0.1397485493230174
70Compression,1-Compress,13.010,3.508,0.626,0.013,0.16552114081557112,0.1513539651837524
70Compression,1-Compress,14.010,3.459,0.675,0.013,0.16552114081557112,0.1632011605415861
70Compression,1-Compress,15.010,3.411,0.723,-0.003,-0.03819718634205488,0.17480657640232108
70Compression,1-Compress,16.010,3.363,0.771,0.013,0.16552114081557112,0.1864119922630561
70Compression,1-Compress,17.010,3.314,0.82,0.013,0.16552114081557112,0.19825918762088973
70Compression,1-Compress,18.010,3.267,0.867,-0.003,-0.03819718634205488,0.2096228239845261
70Compression,1-Compress,19.010,3.219,0.915,-0.003,-0.03819718634205488,0.22122823984526113
70Compression,1-Compress,20.010,3.17,0.964,0.013,0.16552114081557112,0.23307543520309476
70Compression,1-Compress,21.010,3.122,1.012,-0.003,-0.03819718634205488,0.24468085106382978
70Compression,1-Compress,22.010,3.073,1.061,-0.003,-0.03819718634205488,0.25652804642166344
70Compression,1-Compress,23.010,3.025,1.109,0.013,0.16552114081557112,0.2681334622823984
70Compression,1-Compress,24.010,2.977,1.157,0.013,0.16552114081557112,0.2797388781431335
70Compression,1-Compress,25.010,2.93,1.204,0.013,0.16552114081557112,0.2911025145067698
70Compression,1-Compress,26.010,2.881,1.253,0.029,0.3692394679731972,0.30294970986460346
70Compression,1-Compress,27.010,2.833,1.301,0.029,0.3692394679731972,0.31455512572533845
70Compression,1-Compress,28.010,2.784,1.35,0.013,0.16552114081557112,0.3264023210831722
70Compression,1-Compress,29.010,2.736,1.398,0.029,0.3692394679731972,0.3380077369439071
70Compression,1-Compress,30.010,2.688,1.446,0.029,0.3692394679731972,0.34961315280464217
70Compression,1-Compress,31.010,2.639,1.495,0.029,0.3692394679731972,0.36146034816247585
70Compression,1-Compress,32.010,2.591,1.543,0.029,0.3692394679731972,0.3730657640232108
70Compression,1-Compress,33.010,2.544,1.59,0.046,0.5856901905781748,0.3844294003868472
70Compression,1-Compress,34.010,2.495,1.639,0.046,0.5856901905781748,0.3962765957446808
70Compression,1-Compress,35.010,2.447,1.687,0.029,0.3692394679731972,0.4078820116054159
70Compression,1-Compress,36.010,2.398,1.736,0.046,0.5856901905781748,0.4197292069632495
70Compression,1-Compress,37.010,2.35,1.784,0.062,0.7894085177358009,0.43133462282398455
70Compression,1-Compress,38.010,2.302,1.832,0.046,0.5856901905781748,0.44294003868471954
70Compression,1-Compress,39.010,2.253,1.881,0.062,0.7894085177358009,0.45478723404255317
70Compression,1-Compress,40.010,2.206,1.928,0.079,1.0058592403407784,0.4661508704061895
70Compression,1-Compress,41.010,2.158,1.976,0.062,0.7894085177358009,0.47775628626692457
70Compression,1-Compress,42.010,2.109,2.025,0.062,0.7894085177358009,0.4896034816247582
70Compression,1-Compress,43.010,2.061,2.073,0.079,1.0058592403407784,0.5012088974854932
70Compression,1-Compress,44.010,2.013,2.121,0.095,1.2095775674984044,0.5128143133462282
70Compression,1-Compress,45.010,1.964,2.17,0.079,1.0058592403407784,0.5246615087040619
70Compression,1-Compress,46.010,1.916,2.218,0.111,1.4132958946560306,0.5362669245647969
70Compression,1-Compress,47.010,1.867,2.267,0.128,1.6297466172610082,0.5481141199226305
70Compression,1-Compress,48.010,1.82,2.314,0.111,1.4132958946560306,0.559477756286267
70Compression,1-Compress,49.010,1.772,2.362,0.128,1.6297466172610082,0.571083172147002
70Compression,1-Compress,50.010,1.723,2.411,0.144,1.8334649444186342,0.5829303675048356
70Compression,1-Compress,51.010,1.675,2.459,0.144,1.8334649444186342,0.5945357833655706
70Compression,1-Compress,52.010,1.627,2.507,0.160,2.0371832715762603,0.6061411992263056
70Compression,1-Compress,53.010,1.578,2.556,0.193,2.4573523213388637,0.6179883945841392
70Compression,1-Compress,54.010,1.53,2.604,0.210,2.6738030439438414,0.6295938104448743
70Compression,1-Compress,55.010,1.483,2.651,0.210,2.6738030439438414,0.6409574468085105
70Compression,1-Compress,56.010,1.434,2.7,0.242,3.0812396982590937,0.6528046421663444
70Compression,1-Compress,57.010,1.386,2.748,0.275,3.5014087480216975,0.6644100580270793
70Compression,1-Compress,58.010,1.338,2.796,0.275,3.5014087480216975,0.6760154738878142
70Compression,1-Compress,59.010,1.289,2.845,0.324,4.1252961249419275,0.687862669245648
up 250mm in 30s,1-Preload,60.000,1.242,0.022,0.357,4.545465174704531,0.005319148936170213
up 250mm in 30s,1-Compress,60.010,1.264,-0,0.341,4.341746847546904,-0.0
up 250mm in 30s,1-Compress,61.010,9.572,-8.308,-0.003,-0.03819718634205488,-2.008704061895551
up 250mm in 30s,1-Compress,62.010,17.927,-16.663,-0.020,-0.25464790894703254,-4.028771760154739
up 250mm in 30s,1-Compress,63.010,26.283,-25.019,-0.003,-0.03819718634205488,-6.049081237911024
up 250mm in 30s,1-Compress,64.010,34.639,-33.375,-0.003,-0.03819718634205488,-8.06939071566731
up 250mm in 30s,1-Compress,65.010,42.994,-41.73,-0.020,-0.25464790894703254,-10.089458413926497
up 250mm in 30s,1-Compress,66.010,51.35,-50.086,-0.020,-0.25464790894703254,-12.109767891682784
up 250mm in 30s,1-Compress,67.010,59.705,-58.441,-0.003,-0.03819718634205488,-14.129835589941973
up 250mm in 30s,1-Compress,68.010,68.061,-66.797,-0.003,-0.03819718634205488,-16.150145067698258
up 250mm in 30s,1-Compress,69.010,76.417,-75.153,-0.020,-0.25464790894703254,-18.170454545454547
up 250mm in 30s,1-Compress,70.010,84.772,-83.508,-0.020,-0.25464790894703254,-20.19052224371373
up 250mm in 30s,1-Compress,71.010,93.128,-91.864,-0.003,-0.03819718634205488,-22.21083172147002
up 250mm in 30s,1-Compress,72.010,101.483,-100.219,0.013,0.16552114081557112,-24.230899419729205
up 250mm in 30s,1-Compress,73.010,109.839,-108.575,-0.020,-0.25464790894703254,-26.251208897485494
