SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,3.944,-0,-0.020,-0.00025464790894703254,-0.0
70Compression,1-Compress,1.000,3.898,0.046,0.013,0.00016552114081557113,0.011663286004056795
70Compression,1-Compress,2.000,3.853,0.091,0.013,0.00016552114081557113,0.023073022312373223
70Compression,1-Compress,3.000,3.806,0.138,-0.020,-0.00025464790894703254,0.03498985801217039
70Compression,1-Compress,4.000,3.761,0.183,-0.003,-3.819718634205488e-05,0.04639959432048681
70Compression,1-Compress,5.000,3.714,0.23,0.013,0.00016552114081557113,0.05831643002028398
70Compression,1-Compress,6.000,3.669,0.275,-0.003,-3.819718634205488e-05,0.06972616632860042
70Compression,1-Compress,7.000,3.622,0.322,-0.003,-3.819718634205488e-05,0.08164300202839757
70Compression,1-Compress,8.000,3.577,0.367,0.013,0.00016552114081557113,0.093052738336714
70Compression,1-Compress,9.000,3.53,0.414,-0.003,-3.819718634205488e-05,0.10496957403651115
70Compression,1-Compress,10.000,3.484,0.46,-0.003,-3.819718634205488e-05,0.11663286004056796
70Compression,1-Compress,11.000,3.438,0.506,0.013,0.00016552114081557113,0.12829614604462475
70Compression,1-Compress,12.000,3.392,0.552,0.013,0.00016552114081557113,0.13995943204868155
70Compression,1-Compress,13.000,3.347,0.597,-0.003,-3.819718634205488e-05,0.15136916835699796
70Compression,1-Compress,14.000,3.3,0.644,0.013,0.00016552114081557113,0.16328600405679514
70Compression,1-Compress,15.000,3.255,0.689,0.013,0.00016552114081557113,0.17469574036511154
70Compression,1-Compress,16.000,3.208,0.736,0.013,0.00016552114081557113,0.18661257606490872
70Compression,1-Compress,17.000,3.163,0.781,0.013,0.00016552114081557113,0.19802231237322515
70Compression,1-Compress,18.000,3.116,0.828,0.029,0.0003692394679731972,0.2099391480730223
70Compression,1-Compress,19.000,3.07,0.874,0.013,0.00016552114081557113,0.2216024340770791
70Compression,1-Compress,20.000,3.023,0.921,0.013,0.00016552114081557113,0.2335192697768763
70Compression,1-Compress,21.000,2.978,0.966,0.029,0.0003692394679731972,0.2449290060851927
70Compression,1-Compress,22.000,2.933,1.011,0.029,0.0003692394679731972,0.2563387423935091
70Compression,1-Compress,23.000,2.886,1.058,0.013,0.00016552114081557113,0.2682555780933063
70Compression,1-Compress,24.000,2.841,1.103,0.046,0.0005856901905781748,0.27966531440162273
70Compression,1-Compress,25.000,2.794,1.15,0.046,0.0005856901905781748,0.29158215010141986
70Compression,1-Compress,26.000,2.748,1.196,0.029,0.0003692394679731972,0.30324543610547666
70Compression,1-Compress,27.000,2.702,1.242,0.029,0.0003692394679731972,0.31490872210953347
70Compression,1-Compress,28.000,2.656,1.288,0.062,0.0007894085177358009,0.3265720081135903
70Compression,1-Compress,29.000,2.609,1.335,0.046,0.0005856901905781748,0.3384888438133874
70Compression,1-Compress,30.000,2.564,1.38,0.046,0.0005856901905781748,0.34989858012170383
70Compression,1-Compress,31.000,2.517,1.427,0.062,0.0007894085177358009,0.361815415821501
70Compression,1-Compress,32.000,2.472,1.472,0.079,0.0010058592403407785,0.37322515212981744
70Compression,1-Compress,33.000,2.427,1.517,0.046,0.0005856901905781748,0.38463488843813387
70Compression,1-Compress,34.000,2.38,1.564,0.079,0.0010058592403407785,0.39655172413793105
70Compression,1-Compress,35.000,2.334,1.61,0.079,0.0010058592403407785,0.40821501014198786
70Compression,1-Compress,36.000,2.288,1.656,0.079,0.0010058592403407785,0.4198782961460446
70Compression,1-Compress,37.000,2.242,1.702,0.079,0.0010058592403407785,0.4315415821501014
70Compression,1-Compress,38.000,2.195,1.749,0.095,0.0012095775674984045,0.4434584178498986
70Compression,1-Compress,39.000,2.15,1.794,0.095,0.0012095775674984045,0.454868154158215
70Compression,1-Compress,40.000,2.103,1.841,0.111,0.0014132958946560306,0.46678498985801214
70Compression,1-Compress,41.000,2.058,1.886,0.128,0.0016297466172610082,0.4781947261663286
70Compression,1-Compress,42.000,2.013,1.931,0.144,0.0018334649444186342,0.48960446247464506
70Compression,1-Compress,43.000,1.966,1.978,0.128,0.0016297466172610082,0.5015212981744422
70Compression,1-Compress,44.000,1.92,2.024,0.160,0.0020371832715762603,0.513184584178499
70Compression,1-Compress,45.000,1.873,2.071,0.160,0.0020371832715762603,0.5251014198782962
70Compression,1-Compress,46.000,1.828,2.116,0.160,0.0020371832715762603,0.5365111561866126
70Compression,1-Compress,47.000,1.781,2.163,0.177,0.002253633994181238,0.5484279918864097
70Compression,1-Compress,48.000,1.736,2.208,0.210,0.0026738030439438414,0.5598377281947262
70Compression,1-Compress,49.000,1.689,2.255,0.210,0.0026738030439438414,0.5717545638945233
70Compression,1-Compress,50.000,1.644,2.3,0.226,0.0028775213711014678,0.5831643002028397
70Compression,1-Compress,51.000,1.597,2.347,0.259,0.0032976904208640713,0.5950811359026369
70Compression,1-Compress,52.000,1.552,2.392,0.292,0.003717859470626675,0.6064908722109533
70Compression,1-Compress,53.000,1.506,2.438,0.292,0.003717859470626675,0.6181541582150102
70Compression,1-Compress,54.000,1.459,2.485,0.324,0.004125296124941927,0.6300709939148073
70Compression,1-Compress,55.000,1.414,2.53,0.357,0.004545465174704531,0.6414807302231237
70Compression,1-Compress,56.000,1.367,2.577,0.373,0.004749183501862157,0.6533975659229209
70Compression,1-Compress,57.000,1.322,2.622,0.406,0.005169352551624761,0.6648073022312373
70Compression,1-Compress,58.000,1.275,2.669,0.472,0.006009690651149967,0.6767241379310345
70Compression,1-Compress,59.000,1.23,2.714,0.488,0.006213408978307594,0.6881338742393509
