Test Time,Storage Modulus,Loss Modulus
-46.23,-2.415502141213013,0.3349512761001871
-43.98,-2.3272907944564283,0.3562764479380638
-41.73,-2.239079447699844,0.3776016197759404
-39.48,-2.15086810094326,0.39892679161381706
-37.23,-2.0626567541866754,0.4202519634516937
-34.98,-1.974445407430091,0.4415771352895703
-32.73,-1.8862340606735066,0.46290230712744695
-30.479999999999997,-1.7980227139169223,0.48422747896532364
-28.229999999999997,-1.7098113671603377,0.5055526508032002
-25.979999999999997,-1.6216000204037533,0.5268778226410769
-23.729999999999997,-1.5333886736471691,0.5482029944789535
-21.479999999999997,-1.4451773268905845,0.5695281663168302
-19.229999999999997,-1.3569659801340002,0.5908533381547069
-16.979999999999997,-1.2687546333774158,0.6121785099925835
-14.729999999999997,-1.1805432866208314,0.6335036818304601
-12.479999999999997,-1.092331939864247,0.6548288536683368
-10.229999999999997,-1.0041205931076627,0.6761540255062134
-7.979999999999997,-0.9159092463510783,0.69747919734409
-5.729999999999997,-0.8276978995944938,0.7188043691819667
-3.479999999999997,-0.7394865528379094,0.7401295410198433
-1.2299999999999969,-0.651275206081325,0.7614547128577199
1.0200000000000031,-0.5630638593247407,0.7827798846955967
3.270000000000003,-0.47485251256815625,0.8041050565334733
5.520000000000003,-0.3866411658115719,0.8254302283713499
7.770000000000003,-0.29842981905498744,0.8467554002092266
10.020000000000003,-0.21021847229840307,0.8680805720471032
12.270000000000003,-0.1220071255418187,0.8894057438849798
14.520000000000003,-0.03379577878523432,0.9107309157228565
16.770000000000003,0.054415567971350054,0.9320560875607331
19.020000000000003,0.14262691472793454,0.9533812593986097
21.270000000000003,0.23083826148451891,0.9747064312364864
23.520000000000003,0.3190496082411033,0.996031603074363
25.770000000000003,0.4072609549976878,1.0173567749122396
28.020000000000003,0.49547230175427215,1.0386819467501163
30.270000000000003,0.5836836485108565,1.060007118587993
32.52,0.6718949952674409,1.0813322904258695
34.77,0.7601063420240253,1.1026574622637462
37.02,0.8483176887806096,1.123982634101623
39.27,0.936529035537194,1.1453078059394994
41.52,1.0247403822937784,1.1666329777773763
43.77,1.2572,1.1834
73.77,2.2035,1.4676
103.8,3.3252,1.765
133.8,4.6048,2.0574
163.8,5.9391,2.3106
193.8,7.3349,2.5866
223.8,8.8048,2.8489
253.8,10.293,3.083
283.8,11.82,3.3519
313.8,13.361,3.5932
343.8,14.916,3.7929
373.8,16.502,4.0283
403.8,18.102,4.258
433.8,19.731,4.5031
463.8,21.347,4.722
493.8,23.016,4.9079
523.8,24.712,5.1204
553.8,26.384,5.3243
583.8,28.147,5.5296
613.8,29.921,5.7285
643.8,31.721,5.9403
673.8,33.58,6.1042
703.8,35.436,6.2954
733.8,37.338,6.4993
763.8,39.307,6.6787
793.8,41.308,6.8578
823.8,43.343,7.0419
853.8,45.441,7.2078
883.8,47.56,7.3841
913.8,49.744,7.5798
943.8,51.995,7.7762
973.8,54.274,7.9493
1004.0,56.563,8.1618
1034.0,59.467,8.365
1064.0,61.147,8.4
1094.0,63.37,8.6008
1124.0,66.332,8.7829
1154.0,68.61,8.9894
1184.0,69.746,9.0857
1214.0,71.786,9.2652
1244.0,73.185,9.3824
1274.0,74.721,9.5531
1304.0,75.832,9.6439
1334.0,77.491,9.9054
1364.0,78.996,9.9872
1394.0,80.475,10.244
1424.0,82.092,10.52
1454.0,83.826,10.712
1484.0,85.765,11.012
1514.0,87.301,11.299
1544.0,89.229,11.694
1574.0,91.219,11.886
1604.0,93.403,12.452
1634.0,95.588,12.797
1664.0,97.734,13.308
1694.0,100.34,13.991
1724.0,102.93,14.647
1754.0,105.94,15.412
1784.0,109.24,16.836
1814.0,113.37,18.369
1844.0,117.86,20.551
1874.0,125.26,24.354
1904.0,134.24,29.783
1934.0,147.71,37.365
1964.0,166.6,45.64
1994.0,188.82,57.292
2024.0,212.07,67.527
2054.0,239.55,79.005
2084.0,264.54,88.851
2114.0,299.97,102.37
2144.0,328.05,112.52
2174.0,362.7,125.15
2204.0,392.59,135.8
2234.0,429.3,148.8
2264.0,465.14,161.07
2294.0,508.04,175.42
2324.0,548.39,188.92
2354.0,593.42,203.62
2384.0,642.59,219.2
2414.0,689.46,233.78
2444.0,737.96,248.61
2474.0,795.95,266.17
2504.0,842.72,280.24
2534.0,890.65,295.01
2564.0,958.91,314.93
2594.0,1006.4,328.77
2624.0,1067.7,347.01
2654.0,1136.4,366.25
2684.0,1196.3,383.36
2714.0,1258.8,400.89
2744.0,1323.5,418.1
2774.0,1387.5,435.59
2804.0,1459.1,455.01
2834.0,1530.2,474.71
2864.0,1600.3,495.32
2894.0,1684.1,520.47
2924.0,1791.3,551.74
2954.0,1894.7,583.04
2984.0,2011.5,616.72
3014.0,2132.7,651.87
3044.0,2252.6,685.69
3074.0,2381.7,721.14
3104.0,2524.9,758.7
3134.0,2675.0,797.62
3164.0,2827.3,835.51
3194.0,2982.3,874.4
3224.0,3129.1,911.8
3254.0,3293.8,952.95
3284.0,3460.8,994.88
3314.0,3637.5,1039.9
3344.0,3836.8,1088.2
3374.0,4027.3,1132.2
3404.0,4232.3,1176.2
3434.0,4433.0,1219.9
3464.0,4637.8,1261.4
3494.0,4842.2,1303.1
3524.0,5054.5,1344.5
3554.0,5233.7,1380.2
3584.0,5459.7,1423.4
3614.0,5645.2,1461.2
