Test Time,Storage Modulus,Loss Modulus
0.0,8.67092519947087e-06,0.17357221180849203
2.25,8.758654303150512e-06,0.1753225986004213
4.5,8.846383406830156e-06,0.17707298539235056
6.75,8.934112510509797e-06,0.17882337218427982
9.0,9.02184161418944e-06,0.1805737589762091
11.25,9.109570717869082e-06,0.18232414576813835
13.5,9.197299821548726e-06,0.18407453256006762
15.75,9.28502892522837e-06,0.1858249193519969
18.0,9.372758028908011e-06,0.18757530614392615
20.25,9.460487132587653e-06,0.18932569293585544
22.5,9.548216236267296e-06,0.19107607972778468
24.75,9.63594533994694e-06,0.19282646651971397
27.0,9.723674443626581e-06,0.19457685331164323
29.25,9.811403547306224e-06,0.1963272401035725
31.5,9.899132650985866e-06,0.19807762689550176
33.75,9.98686175466551e-06,0.19982801368743103
36.0,1.0074590858345151e-05,0.2015784004793603
38.25,1.0162319962024795e-05,0.20332878727128956
40.5,1.0250049065704436e-05,0.20507917406321882
42.75,1.033777816938408e-05,0.2068295608551481
45.0,1.0425507273063721e-05,0.20857994764707735
47.25,1.0513236376743365e-05,0.21033033443900662
49.5,1.0600965480423007e-05,0.21208072123093588
51.75,1.068869458410265e-05,0.21383110802286515
54.0,1.0776423687782292e-05,0.2155814948147944
56.25,1.0864152791461935e-05,0.21733188160672368
58.5,1.0951881895141577e-05,0.21908226839865294
60.75,1.103961099882122e-05,0.2208326551905822
63.0,1.1127340102500863e-05,0.22258304198251147
65.25,1.1215069206180505e-05,0.22433342877444074
67.5,1.1302798309860149e-05,0.22608381556637
69.75,1.139052741353979e-05,0.22783420235829926
72.0,1.1478256517219434e-05,0.22958458915022853
74.25,1.1565985620899075e-05,0.2313349759421578
76.5,1.1653714724578719e-05,0.23308536273408706
78.75,1.174144382825836e-05,0.23483574952601632
81.0,1.1829172931938004e-05,0.2365861363179456
83.25,1.1916902035617645e-05,0.23833652310987485
85.5,1.2004631139297289e-05,0.24008690990180412
87.75,1.209236024297693e-05,0.24183729669373338
90.0,1.24e-05,0.24803
120.0,1.38e-05,0.27511
150.0,1.35e-05,0.27087
180.0,1.55e-05,0.31011
210.0,1.74e-05,0.34725
240.0,1.83e-05,0.36524
270.0,0.0090701,0.40864
300.0,2.11e-05,0.42269
330.0,0.041532,0.48279
360.0,0.055508,0.48338
390.0,0.074188,0.52502
420.0,0.11575,0.55134
450.0,0.12813,0.59138
480.0,0.14178,0.6065
510.0,0.12633,0.60243
540.0,0.16537,0.64603
570.0,0.18631,0.66609
600.0,0.19916,0.6839
630.0,0.19316,0.67254
660.0,0.22076,0.67951
690.0,0.18903,0.6699
720.0,0.19975,0.68489
750.0,0.20743,0.66784
780.0,0.22262,0.70552
810.0,0.20455,0.69566
840.0,0.21883,0.68652
870.0,0.21581,0.68657
900.0,0.2034,0.68815
930.0,0.20067,0.69009
960.0,0.19893,0.6918
990.0,0.21985,0.70886
1020.0,0.21819,0.70353
1050.0,0.23101,0.72947
1080.0,0.2232,0.73993
1110.0,0.24338,0.75082
1140.0,0.26182,0.76899
1170.0,0.28764,0.79385
1200.0,0.26625,0.81507
1230.0,0.27631,0.8065
1260.0,0.27731,0.81989
1290.0,0.29892,0.82565
1320.0,0.27072,0.84908
1350.0,0.29205,0.84507
1380.0,0.31566,0.87261
1410.0,0.32578,0.89362
1440.0,0.33385,0.91199
1470.0,0.34526,0.93586
1500.0,0.36369,0.91996
1530.0,0.36939,0.96213
1560.0,0.39745,0.98664
1590.0,0.42797,1.0301
1620.0,0.4247,1.0575
1650.0,0.46087,1.1105
1680.0,0.47181,1.1259
1710.0,0.51383,1.1688
1740.0,0.53131,1.2147
1770.0,0.55524,1.2444
1800.0,0.59353,1.2955
1830.0,0.62821,1.3471
1860.0,0.66134,1.3845
1890.0,0.70918,1.442
1920.0,0.7352,1.4931
1950.0,0.77633,1.5496
1980.0,0.83143,1.6077
2010.0,0.86556,1.6329
2040.0,0.92007,1.742
2070.0,0.98763,1.7937
2100.0,1.049,1.8869
2130.0,1.1051,1.9555
2160.0,1.221,2.0543
2190.0,1.3027,2.1526
2220.0,1.405,2.2701
2250.0,1.4875,2.3707
2280.0,1.5651,2.4585
2310.0,1.7351,2.6258
2340.0,1.8458,2.7475
2370.0,1.9522,2.8914
2400.0,2.1436,3.046
2430.0,2.3566,3.2486
2460.0,2.5369,3.3787
2490.0,2.7574,3.5922
2520.0,2.9471,3.8038
2550.0,3.1638,3.9853
2580.0,3.5331,4.3248
2610.0,3.8577,4.6001
2640.0,4.1706,4.8808
2670.0,4.5434,5.2329
2700.0,4.7687,5.4702
2730.0,5.1795,5.8462
2760.0,5.7351,6.3599
2790.0,6.2994,6.8958
2820.0,6.7431,7.3048
2850.0,7.2245,7.8327
2880.0,7.9002,8.4809
2910.0,8.3499,8.8876
2940.0,9.3645,9.9203
2970.0,9.9515,10.531
3000.0,10.88,11.42
3030.0,12.402,13.002
3060.0,13.165,13.784
3090.0,14.096,14.703
3120.0,16.437,17.016
3150.0,17.737,18.363
3180.0,18.447,19.051
3210.0,20.201,20.768
3240.0,21.589,22.091
3270.0,24.095,24.602
3300.0,27.176,27.601
3330.0,28.363,28.674
3360.0,29.839,29.955
3390.0,31.229,31.389
3420.0,33.46,33.309
3450.0,36.194,35.571
3480.0,39.297,38.245
3510.0,40.551,39.212
3540.0,44.066,41.959
3570.0,46.733,43.787
3600.0,49.865,46.342
3630.0,52.194,48.376
3660.0,54.947,50.412
