Test Time,Storage Modulus,Loss Modulus
0.0,4.089027594080896e-05,0.8201892733714903
2.25,4.090602054212872e-05,0.8204735715270655
4.5,4.092176514344848e-05,0.8207578696826408
6.75,4.093750974476824e-05,0.8210421678382159
9.0,4.0953254346088e-05,0.8213264659937911
11.25,4.096899894740776e-05,0.8216107641493663
13.5,4.098474354872752e-05,0.8218950623049415
15.75,4.100048815004728e-05,0.8221793604605168
18.0,4.1016232751367043e-05,0.8224636586160919
20.25,4.10319773526868e-05,0.8227479567716671
22.5,4.104772195400656e-05,0.8230322549272423
24.75,4.106346655532632e-05,0.8233165530828175
27.0,4.107921115664608e-05,0.8236008512383928
29.25,4.109495575796584e-05,0.823885149393968
31.5,4.11107003592856e-05,0.8241694475495431
33.75,4.112644496060536e-05,0.8244537457051183
36.0,4.114218956192512e-05,0.8247380438606935
38.25,4.115793416324488e-05,0.8250223420162687
40.5,4.117367876456464e-05,0.825306640171844
42.75,4.11894233658844e-05,0.8255909383274191
45.0,4.120516796720416e-05,0.8258752364829943
47.25,4.122091256852392e-05,0.8261595346385695
49.5,4.123665716984368e-05,0.8264438327941447
51.75,4.125240177116344e-05,0.82672813094972
54.0,4.12681463724832e-05,0.8270124291052952
56.25,4.128389097380296e-05,0.8272967272608703
58.5,4.129963557512272e-05,0.8275810254164455
60.75,4.131538017644248e-05,0.8278653235720207
63.0,4.133112477776224e-05,0.828149621727596
65.25,4.1346869379082003e-05,0.8284339198831712
67.5,4.136261398040176e-05,0.8287182180387463
69.75,4.137835858172152e-05,0.8290025161943215
72.0,4.139410318304128e-05,0.8292868143498967
74.25,4.140984778436104e-05,0.829571112505472
76.5,4.14255923856808e-05,0.8298554106610472
78.75,4.144133698700056e-05,0.8301397088166224
81.0,4.145708158832032e-05,0.8304240069721975
83.25,4.1472826189640084e-05,0.8307083051277727
85.5,4.148857079095984e-05,0.830992603283348
87.75,4.15043153922796e-05,0.8312769014389232
90.0,4.22e-05,0.84496
120.0,4.15e-05,0.83095
150.0,4.15e-05,0.83063
180.0,4.1e-05,0.81957
210.0,4.35e-05,0.86961
240.0,4.57e-05,0.91472
270.0,4.78e-05,0.9557
300.0,0.0077468,1.0327
330.0,0.0077698,1.144
360.0,0.099165,1.277
390.0,0.16947,1.4133
420.0,0.27926,1.6118
450.0,0.44535,1.8352
480.0,0.67192,2.0928
510.0,0.95207,2.3956
540.0,1.3076,2.719
570.0,1.7788,3.0998
600.0,2.3207,3.4665
630.0,3.0226,3.9172
660.0,4.0498,4.5202
690.0,5.3436,5.2229
720.0,7.277,6.1716
750.0,10.129,7.4921
780.0,13.832,9.0491
810.0,19.266,11.283
840.0,27.761,14.651
870.0,38.188,18.832
900.0,51.259,24.273
930.0,69.769,33.433
960.0,91.227,46.46
990.0,142.9,96.585
1020.0,200.78,155.48
1050.0,352.06,306.8
1080.0,579.56,485.17
1110.0,892.9,702.3
1140.0,1463.5,997.78
1170.0,1827.4,1110.3
1200.0,2634.4,1353.2
1230.0,3108.8,1445.5
1260.0,3745.9,1566.2
1290.0,3793.6,1582.4
1320.0,4265.0,1704.7
1350.0,4954.2,1851.2
1380.0,5507.7,1973.1
1410.0,5809.9,2068.6
1440.0,6199.9,2133.6
1470.0,6619.9,2206.8
1500.0,7392.7,2361.1
1530.0,8149.0,2507.6
1560.0,8330.7,2560.0
1590.0,9298.7,2737.5
1620.0,9489.5,2784.2
1650.0,10205.0,2950.2
1680.0,10957.0,3102.3
1710.0,11896.0,3289.3
1740.0,12466.0,3401.4
1770.0,13163.0,3567.6
1800.0,13935.0,3731.8
1830.0,15116.0,3962.3
1860.0,15448.0,4022.8
1890.0,16460.0,4270.0
1920.0,17085.0,4447.6
1950.0,17889.0,4655.0
1980.0,18845.0,4928.4
2010.0,19864.0,5116.3
2040.0,21116.0,5404.0
2070.0,22291.0,5659.6
2100.0,23887.0,5959.5
2130.0,25300.0,6208.9
2160.0,26753.0,6461.0
2190.0,28318.0,6676.9
2220.0,29667.0,6924.8
2250.0,31198.0,7165.7
2280.0,32482.0,7383.2
2310.0,34216.0,7725.3
2340.0,35893.0,8037.7
2370.0,37823.0,8434.2
2400.0,39752.0,8845.7
2430.0,41895.0,9185.4
2460.0,43933.0,9431.9
2490.0,45323.0,9675.5
2520.0,46967.0,9913.0
2550.0,48527.0,10283.0
2580.0,50170.0,10648.0
2610.0,51925.0,11126.0
2640.0,53870.0,11955.0
2670.0,56296.0,13298.0
2700.0,58824.0,14360.0
2730.0,60593.0,14432.0
2760.0,62774.0,14521.0
2790.0,64485.0,14581.0
2820.0,65786.0,14554.0
2850.0,67054.0,14670.0
2880.0,68527.0,14818.0
2910.0,69785.0,14967.0
2940.0,71188.0,15139.0
2970.0,72829.0,15374.0
3000.0,73966.0,15515.0
3030.0,75273.0,15708.0
3060.0,76671.0,15936.0
3090.0,77630.0,16077.0
3120.0,79108.0,16299.0
3150.0,80486.0,16509.0
3180.0,81573.0,16676.0
3210.0,83128.0,16923.0
3240.0,84337.0,17100.0
3270.0,85584.0,17304.0
3300.0,87147.0,17546.0
3330.0,88301.0,17704.0
3360.0,89273.0,17868.0
3390.0,90635.0,18098.0
3420.0,91918.0,18285.0
3450.0,92896.0,18451.0
3480.0,94561.0,18704.0
3510.0,95394.0,18834.0
3540.0,96640.0,19010.0
3570.0,97760.0,19197.0
3600.0,98697.0,19345.0
3630.0,99721.0,19511.0
3660.0,101000.0,19738.0
