Test Time,Storage Modulus,Loss Modulus
0.0,-2.791804320180553,1.0204194610793786
2.25,-2.6513346802354536,1.0318981057463346
4.5,-2.510865040290354,1.0433767504132907
6.75,-2.3703954003452545,1.0548553950802466
9.0,-2.229925760400155,1.0663340397472028
11.25,-2.0894561204550555,1.0778126844141587
13.5,-1.948986480509956,1.0892913290811148
15.75,-1.8085168405648564,1.1007699737480707
18.0,-1.6680472006197569,1.1122486184150269
20.25,-1.5275775606746573,1.1237272630819828
22.5,-1.3871079207295578,1.135205907748939
24.75,-1.2466382807844583,1.1466845524158948
27.0,-1.1061686408393587,1.158163197082851
29.25,-0.9656990008942592,1.1696418417498071
31.5,-0.8252293609491597,1.181120486416763
33.75,-0.6847597210040601,1.1925991310837192
36.0,-0.5442900810589606,1.204077775750675
38.25,-0.40382044111386106,1.2155564204176312
40.5,-0.26335080116876153,1.2270350650845872
42.75,-0.122881161223662,1.2385137097515433
45.0,0.01758847872143754,1.2499923544184992
47.25,0.15805811866653707,1.2614709990854553
49.5,0.2985277586116366,1.2729496437524113
51.75,0.43899739855673614,1.2844282884193674
54.0,0.5794670385018357,1.2959069330863233
56.25,0.7199366784469352,1.3073855777532795
58.5,0.8604063183920347,1.3188642224202354
60.75,1.0008759583371343,1.3303428670871915
63.0,1.1413455982822338,1.3418215117541474
65.25,1.2818152382273333,1.3533001564211036
67.5,1.4222848781724329,1.3647788010880595
69.75,1.5627545181175324,1.3762574457550156
72.0,1.703224158062632,1.3877360904219715
74.25,1.8436937980077315,1.3992147350889277
76.5,1.984163437952831,1.4106933797558838
78.75,2.1246330778979305,1.4221720244228397
81.0,2.26510271784303,1.4336506690897957
83.25,2.4055723577881296,1.4451293137567518
85.5,2.546041997733229,1.456607958423708
87.75,2.6865116376783287,1.4680866030906639
90.0,2.9166,1.4352
120.0,4.6055,1.6573
150.0,6.5281,1.8199
180.0,8.4525,1.973
210.0,10.354,2.0423
240.0,12.136,2.1957
270.0,13.869,2.3146
300.0,15.519,2.3892
330.0,17.112,2.4666
360.0,18.663,2.5438
390.0,20.142,2.618
420.0,21.592,2.6747
450.0,23.01,2.7305
480.0,24.36,2.7967
510.0,25.666,2.8499
540.0,26.968,2.9009
570.0,28.239,2.9376
600.0,29.432,3.0008
630.0,30.609,3.0539
660.0,31.77,3.0798
690.0,32.901,3.1575
720.0,33.992,3.1469
750.0,35.089,3.2212
780.0,36.18,3.2682
810.0,37.222,3.2839
840.0,38.251,3.3445
870.0,39.291,3.4003
900.0,40.284,3.4272
930.0,41.271,3.4811
960.0,42.261,3.5065
990.0,43.314,3.6121
1020.0,44.132,3.5928
1050.0,45.094,3.644
1080.0,46.012,3.6943
1110.0,46.916,3.7453
1140.0,47.814,3.7829
1170.0,48.752,3.8386
1200.0,49.671,3.8859
1230.0,50.546,3.9301
1260.0,51.458,3.953
1290.0,52.381,4.0024
1320.0,53.1,4.095
1350.0,54.046,4.1323
1380.0,54.965,4.1925
1410.0,55.918,4.2464
1440.0,56.867,4.314
1470.0,57.809,4.3391
1500.0,58.7,4.3951
1530.0,59.692,4.4669
1560.0,60.73,4.5493
1590.0,61.686,4.6048
1620.0,62.663,4.6526
1650.0,63.52,4.7199
1680.0,64.484,4.774
1710.0,65.472,4.8668
1740.0,66.477,4.9469
1770.0,67.486,5.0109
1800.0,68.485,5.1122
1830.0,69.328,5.1762
1860.0,70.12,5.2196
1890.0,70.876,5.308
1920.0,71.823,5.3914
1950.0,72.802,5.5161
1980.0,73.652,5.6016
2010.0,74.43,5.6739
2040.0,75.059,5.6952
2070.0,75.899,5.8327
2100.0,76.991,5.8922
2130.0,77.764,6.061
2160.0,78.819,6.1771
2190.0,79.584,6.3315
2220.0,80.389,6.4888
2250.0,81.127,6.6422
2280.0,81.953,6.8062
2310.0,82.664,6.9133
2340.0,83.538,7.1139
2370.0,84.61,7.4065
2400.0,85.547,7.6219
2430.0,86.686,8.2171
2460.0,87.755,8.7531
2490.0,89.181,9.3072
2520.0,90.546,10.203
2550.0,92.382,11.288
2580.0,94.665,12.295
2610.0,96.859,13.766
2640.0,98.933,14.876
2670.0,101.87,16.383
2700.0,104.04,17.402
2730.0,107.12,18.896
2760.0,110.18,20.519
2790.0,113.37,22.009
2820.0,116.74,23.972
2850.0,121.46,26.445
2880.0,123.62,27.167
2910.0,129.23,29.637
2940.0,132.91,31.577
2970.0,138.24,34.27
3000.0,142.27,36.193
3030.0,149.21,39.439
3060.0,154.55,41.968
3090.0,160.38,44.543
3120.0,167.29,48.596
3150.0,176.06,53.12
3180.0,186.93,59.219
3210.0,200.45,66.824
3240.0,209.6,72.176
3270.0,231.1,83.932
3300.0,242.43,90.091
3330.0,263.49,100.94
3360.0,286.27,112.94
3390.0,317.16,128.8
3420.0,344.39,143.53
3450.0,386.4,165.16
3480.0,432.64,189.07
3510.0,487.21,216.32
3540.0,570.96,255.19
3570.0,641.92,286.61
3600.0,719.66,320.11
3630.0,828.06,363.93
3660.0,895.06,393.67
