Test Time,Storage Modulus,Loss Modulus
0.0,-0.0249899373429113,0.2778126005152846
2.25,-0.024386082253785454,0.2801141511974189
4.5,-0.023782227164659612,0.2824157018795532
6.75,-0.02317837207553377,0.2847172525616875
9.0,-0.022574516986407923,0.28701880324382184
11.25,-0.021970661897282077,0.2893203539259561
13.5,-0.021366806808156235,0.29162190460809045
15.75,-0.020762951719030392,0.29392345529022473
18.0,-0.020159096629904547,0.296225005972359
20.25,-0.0195552415407787,0.29852655665449335
22.5,-0.018951386451652858,0.3008281073366276
24.75,-0.018347531362527012,0.30312965801876196
27.0,-0.01774367627340117,0.30543120870089624
29.25,-0.017139821184275324,0.3077327593830306
31.5,-0.01653596609514948,0.31003431006516485
33.75,-0.015932111006023635,0.3123358607472992
36.0,-0.015328255916897791,0.31463741142943347
38.25,-0.014724400827771947,0.3169389621115678
40.5,-0.014120545738646103,0.3192405127937021
42.75,-0.013516690649520258,0.32154206347583636
45.0,-0.012912835560394414,0.3238436141579707
47.25,-0.01230898047126857,0.326145164840105
49.5,-0.011705125382142726,0.3284467155222393
51.75,-0.011101270293016881,0.3307482662043736
54.0,-0.010497415203891036,0.3330498168865079
56.25,-0.009893560114765193,0.3353513675686422
58.5,-0.009289705025639347,0.33765291825077653
60.75,-0.008685849936513503,0.3399544689329108
63.0,-0.008081994847387659,0.34225601961504515
65.25,-0.007478139758261814,0.3445575702971794
67.5,-0.00687428466913597,0.3468591209793137
69.75,-0.006270429580010126,0.34916067166144804
72.0,-0.005666574490884282,0.3514622223435823
74.25,-0.0050627194017584375,0.35376377302571665
76.5,-0.004458864312632593,0.35606532370785093
78.75,-0.003855009223506749,0.35836687438998527
81.0,-0.003251154134380905,0.36066842507211955
83.25,-0.0026472990452550606,0.3629699757542539
85.5,-0.0020434439561292164,0.36527152643638816
87.75,-0.0014395888670033705,0.3675730771185225
90.0,1.87e-05,0.37444
120.0,1.99e-05,0.39788
150.0,0.024433,0.42597
180.0,0.023207,0.46243
210.0,0.028697,0.49568
240.0,0.042159,0.5366
270.0,0.069556,0.55945
300.0,0.065927,0.5894
330.0,0.080837,0.61462
360.0,0.093201,0.65185
390.0,0.09558,0.68752
420.0,0.1412,0.71386
450.0,0.14296,0.74362
480.0,0.15243,0.79339
510.0,0.1619,0.83056
540.0,0.19284,0.86868
570.0,0.19949,0.88507
600.0,0.19245,0.92279
630.0,0.22136,0.96978
660.0,0.24222,1.0061
690.0,0.24571,1.0408
720.0,0.27176,1.0907
750.0,0.28107,1.1082
780.0,0.30715,1.1457
810.0,0.31704,1.1754
840.0,0.31336,1.1758
870.0,0.29905,1.1632
900.0,0.31855,1.2072
930.0,0.35153,1.2614
960.0,0.38835,1.2871
990.0,0.38956,1.327
1020.0,0.41849,1.3778
1050.0,0.45255,1.4372
1080.0,0.4824,1.462
1110.0,0.51247,1.5194
1140.0,0.56246,1.5774
1170.0,0.5934,1.6192
1200.0,0.62477,1.7004
1230.0,0.71604,1.7531
1260.0,0.75316,1.8207
1290.0,0.79718,1.8864
1320.0,0.85737,1.9825
1350.0,0.91626,2.0496
1380.0,0.98266,2.1083
1410.0,1.0357,2.2038
1440.0,1.134,2.3259
1470.0,1.2049,2.4055
1500.0,1.3066,2.5061
1530.0,1.3847,2.6003
1560.0,1.48,2.7077
1590.0,1.5845,2.8132
1620.0,1.6841,2.9303
1650.0,1.7964,3.0524
1680.0,1.9507,3.1927
1710.0,2.1021,3.3337
1740.0,2.2613,3.5015
1770.0,2.4209,3.6621
1800.0,2.5989,3.7822
1830.0,2.7599,3.9662
1860.0,2.924,4.1108
1890.0,3.0554,4.2452
1920.0,3.225,4.366
1950.0,3.4249,4.5587
1980.0,3.6447,4.7349
2010.0,3.8604,4.9229
2040.0,4.1053,5.0701
2070.0,4.2659,5.2361
2100.0,4.5551,5.4584
2130.0,4.7828,5.6353
2160.0,5.0343,5.8271
2190.0,5.3661,6.0814
2220.0,5.7072,6.3229
2250.0,5.9807,6.5139
2280.0,6.3375,6.7899
2310.0,6.6801,7.024
2340.0,6.9975,7.2612
2370.0,7.4053,7.5344
2400.0,7.7986,7.776
2430.0,8.1809,8.0387
2460.0,8.6597,8.3579
2490.0,9.0918,8.6154
2520.0,9.6219,9.0058
2550.0,10.292,9.4195
2580.0,10.783,9.7193
2610.0,11.341,10.064
2640.0,12.095,10.534
2670.0,12.723,10.92
2700.0,13.411,11.354
2730.0,14.207,11.82
2760.0,14.967,12.285
2790.0,16.219,13.054
2820.0,16.972,13.483
2850.0,17.801,13.938
2880.0,19.135,14.716
2910.0,20.078,15.263
2940.0,21.186,15.881
2970.0,22.775,16.795
3000.0,24.284,17.648
3030.0,25.581,18.363
3060.0,27.487,19.424
3090.0,29.32,20.386
3120.0,30.968,21.303
3150.0,32.991,22.41
3180.0,34.704,23.308
3210.0,36.999,24.585
3240.0,39.693,26.005
3270.0,42.551,27.54
3300.0,45.092,28.875
3330.0,48.408,30.702
3360.0,51.256,32.142
3390.0,53.971,33.59
3420.0,58.045,35.863
3450.0,61.248,37.57
3480.0,67.013,41.268
3510.0,72.416,44.485
3540.0,74.885,45.456
3570.0,80.479,49.081
3600.0,86.262,52.655
3630.0,91.983,56.86
3660.0,99.766,62.527
