SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.084,-0,-0.020,-0.00025464790894703254,-0.0
70Compression,1-Compress,1.000,4.038,0.046,-0.020,-0.00025464790894703254,0.011263467189030364
70Compression,1-Compress,2.000,3.989,0.095,-0.020,-0.00025464790894703254,0.023261508325171404
70Compression,1-Compress,3.000,3.942,0.142,-0.003,-3.819718634205488e-05,0.034769833496571985
70Compression,1-Compress,4.000,3.894,0.19,0.013,0.00016552114081557113,0.04652301665034281
70Compression,1-Compress,5.000,3.847,0.237,-0.003,-3.819718634205488e-05,0.05803134182174339
70Compression,1-Compress,6.000,3.798,0.286,0.013,0.00016552114081557113,0.07002938295788443
70Compression,1-Compress,7.000,3.752,0.332,0.013,0.00016552114081557113,0.0812928501469148
70Compression,1-Compress,8.000,3.703,0.381,-0.003,-3.819718634205488e-05,0.09329089128305584
70Compression,1-Compress,9.000,3.656,0.428,-0.003,-3.819718634205488e-05,0.10479921645445642
70Compression,1-Compress,10.000,3.608,0.476,0.013,0.00016552114081557113,0.11655239960822723
70Compression,1-Compress,11.000,3.561,0.523,0.013,0.00016552114081557113,0.12806072477962782
70Compression,1-Compress,12.000,3.513,0.571,0.013,0.00016552114081557113,0.13981390793339862
70Compression,1-Compress,13.000,3.466,0.618,0.029,0.0003692394679731972,0.15132223310479923
70Compression,1-Compress,14.000,3.417,0.667,0.029,0.0003692394679731972,0.16332027424094028
70Compression,1-Compress,15.000,3.37,0.714,0.013,0.00016552114081557113,0.17482859941234086
70Compression,1-Compress,16.000,3.322,0.762,0.029,0.0003692394679731972,0.1865817825661117
70Compression,1-Compress,17.000,3.275,0.809,0.046,0.0005856901905781748,0.19809010773751226
70Compression,1-Compress,18.000,3.227,0.857,0.029,0.0003692394679731972,0.20984329089128306
70Compression,1-Compress,19.000,3.18,0.904,0.029,0.0003692394679731972,0.22135161606268366
70Compression,1-Compress,20.000,3.131,0.953,0.046,0.0005856901905781748,0.2333496571988247
70Compression,1-Compress,21.000,3.084,1,0.029,0.0003692394679731972,0.2448579823702253
70Compression,1-Compress,22.000,3.036,1.048,0.029,0.0003692394679731972,0.2566111655239961
70Compression,1-Compress,23.000,2.989,1.095,0.046,0.0005856901905781748,0.2681194906953967
70Compression,1-Compress,24.000,2.941,1.143,0.062,0.0007894085177358009,0.27987267384916753
70Compression,1-Compress,25.000,2.894,1.19,0.046,0.0005856901905781748,0.2913809990205681
70Compression,1-Compress,26.000,2.845,1.239,0.062,0.0007894085177358009,0.30337904015670913
70Compression,1-Compress,27.000,2.798,1.286,0.062,0.0007894085177358009,0.31488736532810974
70Compression,1-Compress,28.000,2.75,1.334,0.062,0.0007894085177358009,0.32664054848188057
70Compression,1-Compress,29.000,2.703,1.381,0.062,0.0007894085177358009,0.3381488736532811
70Compression,1-Compress,30.000,2.655,1.429,0.079,0.0010058592403407785,0.34990205680705194
70Compression,1-Compress,31.000,2.608,1.476,0.062,0.0007894085177358009,0.36141038197845254
70Compression,1-Compress,32.000,2.559,1.525,0.079,0.0010058592403407785,0.37340842311459355
70Compression,1-Compress,33.000,2.513,1.571,0.095,0.0012095775674984045,0.3846718903036239
70Compression,1-Compress,34.000,2.464,1.62,0.095,0.0012095775674984045,0.396669931439765
70Compression,1-Compress,35.000,2.417,1.667,0.095,0.0012095775674984045,0.4081782566111656
70Compression,1-Compress,36.000,2.369,1.715,0.128,0.0016297466172610082,0.4199314397649364
70Compression,1-Compress,37.000,2.322,1.762,0.128,0.0016297466172610082,0.43143976493633696
70Compression,1-Compress,38.000,2.273,1.811,0.128,0.0016297466172610082,0.443437806072478
70Compression,1-Compress,39.000,2.227,1.857,0.128,0.0016297466172610082,0.4547012732615084
70Compression,1-Compress,40.000,2.178,1.906,0.160,0.0020371832715762603,0.4666993143976494
70Compression,1-Compress,41.000,2.131,1.953,0.144,0.0018334649444186342,0.47820763956905
70Compression,1-Compress,42.000,2.083,2.001,0.160,0.0020371832715762603,0.48996082272282077
70Compression,1-Compress,43.000,2.036,2.048,0.193,0.002457352321338864,0.5014691478942214
70Compression,1-Compress,44.000,1.988,2.096,0.210,0.0026738030439438414,0.5132223310479922
70Compression,1-Compress,45.000,1.941,2.143,0.210,0.0026738030439438414,0.5247306562193927
70Compression,1-Compress,46.000,1.892,2.192,0.242,0.0030812396982590937,0.5367286973555339
70Compression,1-Compress,47.000,1.845,2.239,0.259,0.0032976904208640713,0.5482370225269344
70Compression,1-Compress,48.000,1.797,2.287,0.275,0.0035014087480216977,0.5599902056807052
70Compression,1-Compress,49.000,1.75,2.334,0.308,0.003921577797784301,0.5714985308521059
70Compression,1-Compress,50.000,1.702,2.382,0.324,0.004125296124941927,0.5832517140058767
70Compression,1-Compress,51.000,1.655,2.429,0.341,0.004341746847546905,0.5947600391772772
70Compression,1-Compress,52.000,1.606,2.478,0.373,0.004749183501862157,0.6067580803134183
70Compression,1-Compress,53.000,1.559,2.525,0.423,0.005385803274229738,0.6182664054848188
70Compression,1-Compress,54.000,1.511,2.573,0.472,0.006009690651149967,0.6300195886385896
70Compression,1-Compress,55.000,1.464,2.62,0.488,0.006213408978307594,0.6415279138099903
70Compression,1-Compress,56.000,1.416,2.668,0.554,0.007053747077832802,0.6532810969637611
70Compression,1-Compress,57.000,1.369,2.715,0.619,0.007881352781910657,0.6647894221351617
70Compression,1-Compress,58.000,1.32,2.764,0.668,0.008505240158830887,0.6767874632713027
70Compression,1-Compress,59.000,1.273,2.811,0.717,0.009129127535751116,0.6882957884427032
