SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.459,-0,-0.020,-0.00025464790894703254,-0.0
70Compression,1-Compress,1.000,4.408,0.051,-0.020,-0.00025464790894703254,0.011437542049786947
70Compression,1-Compress,2.000,4.356,0.103,-0.003,-3.819718634205488e-05,0.023099349629961876
70Compression,1-Compress,3.000,4.305,0.154,-0.020,-0.00025464790894703254,0.03453689167974883
70Compression,1-Compress,4.000,4.252,0.207,-0.003,-3.819718634205488e-05,0.04642296479031173
70Compression,1-Compress,5.000,4.2,0.259,-0.003,-3.819718634205488e-05,0.05808477237048666
70Compression,1-Compress,6.000,4.148,0.311,-0.003,-3.819718634205488e-05,0.0697465799506616
70Compression,1-Compress,7.000,4.095,0.364,-0.003,-3.819718634205488e-05,0.0816326530612245
70Compression,1-Compress,8.000,4.044,0.415,0.013,0.00016552114081557113,0.09307019511101144
70Compression,1-Compress,9.000,3.992,0.467,0.013,0.00016552114081557113,0.10473200269118638
70Compression,1-Compress,10.000,3.939,0.52,-0.003,-3.819718634205488e-05,0.11661807580174928
70Compression,1-Compress,11.000,3.888,0.571,-0.003,-3.819718634205488e-05,0.1280556178515362
70Compression,1-Compress,12.000,3.836,0.623,0.013,0.00016552114081557113,0.13971742543171115
70Compression,1-Compress,13.000,3.784,0.675,-0.003,-3.819718634205488e-05,0.1513792330118861
70Compression,1-Compress,14.000,3.731,0.728,-0.003,-3.819718634205488e-05,0.163265306122449
70Compression,1-Compress,15.000,3.68,0.779,0.013,0.00016552114081557113,0.17470284817223594
70Compression,1-Compress,16.000,3.628,0.831,0.013,0.00016552114081557113,0.18636465575241087
70Compression,1-Compress,17.000,3.575,0.884,0.013,0.00016552114081557113,0.1982507288629738
70Compression,1-Compress,18.000,3.523,0.936,0.013,0.00016552114081557113,0.20991253644314872
70Compression,1-Compress,19.000,3.472,0.987,0.013,0.00016552114081557113,0.22135007849293564
70Compression,1-Compress,20.000,3.419,1.04,-0.003,-3.819718634205488e-05,0.23323615160349856
70Compression,1-Compress,21.000,3.367,1.092,-0.003,-3.819718634205488e-05,0.24489795918367352
70Compression,1-Compress,22.000,3.316,1.143,0.029,0.0003692394679731972,0.25633550123346044
70Compression,1-Compress,23.000,3.264,1.195,-0.003,-3.819718634205488e-05,0.26799730881363537
70Compression,1-Compress,24.000,3.211,1.248,0.013,0.00016552114081557113,0.27988338192419826
70Compression,1-Compress,25.000,3.159,1.3,0.029,0.0003692394679731972,0.2915451895043732
70Compression,1-Compress,26.000,3.108,1.351,0.029,0.0003692394679731972,0.30298273155416017
70Compression,1-Compress,27.000,3.055,1.404,0.013,0.00016552114081557113,0.31486880466472306
70Compression,1-Compress,28.000,3.003,1.456,0.029,0.0003692394679731972,0.326530612244898
70Compression,1-Compress,29.000,2.952,1.507,0.029,0.0003692394679731972,0.3379681542946849
70Compression,1-Compress,30.000,2.898,1.561,0.013,0.00016552114081557113,0.3500784929356358
70Compression,1-Compress,31.000,2.847,1.612,0.013,0.00016552114081557113,0.3615160349854228
70Compression,1-Compress,32.000,2.795,1.664,0.046,0.0005856901905781748,0.37317784256559766
70Compression,1-Compress,33.000,2.744,1.715,0.029,0.0003692394679731972,0.3846153846153847
70Compression,1-Compress,34.000,2.691,1.768,0.029,0.0003692394679731972,0.3965014577259476
70Compression,1-Compress,35.000,2.639,1.82,0.046,0.0005856901905781748,0.4081632653061225
70Compression,1-Compress,36.000,2.588,1.871,0.046,0.0005856901905781748,0.41960080735590943
